Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765110648,20,,Aggregated,10.000000,10.000000,4,4,5,5,7,9,16,37,91,93,93,1246,1246,4,4.940160403116329,1.1907500011147931,92.53662500123028,0.0
1765110649,20,,Aggregated,9.700000,9.700000,4,4,5,5,7,9,16,37,91,93,93,1258,1258,4,4.923980913570744,1.1907500011147931,92.53662500123028,0.0
1765110650,20,,Aggregated,9.800000,9.800000,4,4,5,5,7,9,16,37,91,93,93,1267,1267,4,4.91487930093112,1.1907500011147931,92.53662500123028,0.0
1765110651,20,,Aggregated,9.900000,9.900000,4,4,5,5,7,9,16,37,91,93,93,1276,1276,4,4.9052096985298395,1.1907500011147931,92.53662500123028,0.0
1765110652,20,,Aggregated,10.200000,10.200000,4,4,5,5,7,9,16,37,91,93,93,1287,1287,4,4.8971356117565845,1.1907500011147931,92.53662500123028,0.0
1765110653,20,,Aggregated,9.900000,9.900000,4,4,5,5,7,9,16,37,91,93,93,1298,1298,4,4.888694234468073,1.1907500011147931,92.53662500123028,0.0
1765110654,20,,Aggregated,10.200000,10.200000,4,4,5,5,7,9,16,34,91,93,93,1307,1307,4,4.878986095156315,1.1907500011147931,92.53662500123028,0.0
1765110655,20,,Aggregated,9.900000,9.900000,4,4,5,5,7,9,16,34,91,93,93,1320,1320,4,4.870265146492977,1.1907500011147931,92.53662500123028,0.0
1765110656,20,,Aggregated,10.200000,10.200000,4,4,5,5,7,9,16,34,91,93,93,1331,1331,4,4.857660620101601,1.1907500011147931,92.53662500123028,0.0
1765110657,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,16,34,91,93,93,1343,1343,4,4.8407165788324535,1.1907500011147931,92.53662500123028,0.0
1765110658,20,,Aggregated,10.500000,10.500000,4,4,5,5,6,9,15,34,91,93,93,1352,1352,4,4.83411075619236,1.1907500011147931,92.53662500123028,0.0
1765110659,20,,Aggregated,10.900000,10.900000,4,4,5,5,6,9,15,34,91,93,93,1362,1362,4,4.82812071026215,1.1907500011147931,92.53662500123028,0.0
1765110660,20,,Aggregated,10.500000,10.500000,4,4,5,5,6,9,15,34,91,93,93,1371,1371,4,4.81965261955216,1.1907500011147931,92.53662500123028,0.0
1765110661,20,,Aggregated,10.500000,10.500000,4,4,5,5,6,9,15,34,91,93,93,1382,1382,4,4.811484828083736,1.1907500011147931,92.53662500123028,0.0
1765110662,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,15,34,91,93,93,1390,1390,4,4.800540519725002,1.1907500011147931,92.53662500123028,0.0
1765110663,20,,Aggregated,10.300000,10.300000,4,4,5,5,6,9,15,34,91,93,93,1399,1399,4,4.794017444908109,1.1907500011147931,92.53662500123028,0.0
1765110664,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,15,34,91,93,93,1410,1410,4,4.7823225095387585,1.1907500011147931,92.53662500123028,0.0
1765110665,20,,Aggregated,10.200000,10.200000,4,4,5,5,6,9,15,34,91,93,93,1418,1418,4,4.772407166748581,1.1907500011147931,92.53662500123028,0.0
1765110666,20,,Aggregated,10.200000,10.200000,4,4,5,5,6,9,15,34,91,93,93,1430,1430,4,4.771606954872133,1.1907500011147931,92.53662500123028,0.0
1765110667,20,,Aggregated,9.800000,9.800000,4,4,5,5,6,9,15,34,91,93,93,1439,1439,4,4.776141900960191,1.1907500011147931,92.53662500123028,0.0
1765110668,20,,Aggregated,9.900000,9.900000,4,4,5,5,6,9,15,34,91,93,93,1450,1450,4,4.770259875513148,1.1907500011147931,92.53662500123028,0.0
1765110669,20,,Aggregated,9.300000,9.300000,4,4,5,5,6,9,14,34,91,93,93,1461,1461,4,4.772412406916021,1.1907500011147931,92.53662500123028,0.0
1765110670,20,,Aggregated,9.900000,9.900000,4,4,5,5,6,9,14,34,91,93,93,1471,1471,4,4.7600760730956875,1.1907500011147931,92.53662500123028,0.0
1765110671,20,,Aggregated,9.900000,9.900000,4,4,5,5,6,9,14,34,91,93,93,1480,1480,4,4.74981986589154,1.1907500011147931,92.53662500123028,0.0
1765110672,20,,Aggregated,9.900000,9.900000,4,4,5,5,6,9,14,34,91,93,93,1491,1491,4,4.7381980399347245,1.1907500011147931,92.53662500123028,0.0
1765110673,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,31,91,93,93,1501,1501,4,4.727387147585875,1.1907500011147931,92.53662500123028,0.0
1765110674,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,31,91,93,93,1511,1511,4,4.7226713994168295,1.1907500011147931,92.53662500123028,0.0
1765110675,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,31,91,93,93,1519,1519,4,4.7215341405720475,1.1907500011147931,92.53662500123028,0.0
1765110676,20,,Aggregated,10.400000,10.400000,4,4,5,5,6,9,14,31,91,93,93,1533,1533,4,4.71469495077259,1.1907500011147931,92.53662500123028,0.0
1765110677,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,31,91,93,93,1540,1540,4,4.7165281548846645,1.1907500011147931,92.53662500123028,0.0
1765110678,20,,Aggregated,9.900000,9.900000,4,4,5,5,6,9,14,31,91,93,93,1549,1549,4,4.713980727903818,1.1907500011147931,92.53662500123028,0.0
1765110679,20,,Aggregated,10.100000,10.100000,4,4,5,5,6,9,14,34,91,93,93,1561,1561,4,4.733128564081825,1.1907500011147931,92.53662500123028,0.0
1765110680,20,,Aggregated,9.900000,9.900000,4,4,5,5,6,9,14,34,91,93,93,1572,1572,4,4.723874059491024,1.1907500011147931,92.53662500123028,0.0
1765110681,20,,Aggregated,10.000000,10.000000,4,4,5,5,6,9,14,34,91,93,93,1581,1581,4,4.716735281780139,1.1907500011147931,92.53662500123028,0.0
1765110682,20,,Aggregated,10.000000,10.000000,4,4,5,5,6,9,14,34,91,93,93,1590,1590,4,4.712744798438416,1.1907500011147931,92.53662500123028,0.0
1765110683,20,,Aggregated,9.700000,9.700000,4,4,5,5,6,9,14,34,91,93,93,1599,1599,4,4.704218770178508,1.1907500011147931,92.53662500123028,0.0
1765110684,20,,Aggregated,9.800000,9.800000,4,4,5,5,6,9,14,31,91,93,93,1606,1606,4,4.698988416276459,1.1907500011147931,92.53662500123028,0.0
